id,timestamp,subject,session,event,handle,content_pk1
35,2017-08-01T08:24:10Z,R and the Enlightenment,26434854,CONTENT_ACCESS,NA,1579276
35,2017-08-01T08:24:10Z,R and the Enlightenment,26434854,CONTENT_ACCESS,NA,1579275
35,2017-08-01T08:24:10Z,R and the Enlightenment,26434854,CONTENT_ACCESS,NA,1579274
35,2017-08-01T08:24:10Z,R and the Enlightenment,26434854,CONTENT_ACCESS,NA,1579273
35,2017-08-01T08:24:10Z,R and the Enlightenment,26434854,CONTENT_ACCESS,NA,1579236
35,2017-08-01T08:24:01Z,R and the Enlightenment,26434854,COURSE_ACCESS,content,1579237
35,2017-08-01T08:24:00Z,R and the Enlightenment,26434854,CONTENT_ACCESS,NA,1579286
35,2017-08-01T08:24:00Z,R and the Enlightenment,26434854,CONTENT_ACCESS,NA,1579285
35,2017-08-01T08:24:00Z,R and the Enlightenment,26434854,CONTENT_ACCESS,NA,1579284
35,2017-08-01T08:24:00Z,R and the Enlightenment,26434854,CONTENT_ACCESS,NA,1579282
35,2017-08-01T08:24:00Z,R and the Enlightenment,26434854,CONTENT_ACCESS,NA,1579281
35,2017-08-01T08:24:00Z,R and the Enlightenment,26434854,CONTENT_ACCESS,NA,1579280
35,2017-07-19T12:24:46Z,R and the Enlightenment,25952433,COURSE_ACCESS,NA,NA
35,2017-07-19T12:24:46Z,R and the Enlightenment,25952433,COURSE_ACCESS,content,NA
35,2017-07-19T12:24:15Z,R and the Enlightenment,25952433,COURSE_ACCESS,content,1579234
35,2017-09-01T07:32:07Z,R and the Enlightenment,28052591,CONTENT_ACCESS,NA,1579300
35,2017-08-01T08:24:00Z,R and the Enlightenment,26434854,CONTENT_ACCESS,NA,1579283
35,2017-08-01T08:24:00Z,R and the Enlightenment,26434854,CONTENT_ACCESS,NA,1579237
35,2017-09-01T07:32:08Z,R and the Enlightenment,28052591,COURSE_ACCESS,content,1579239
35,2017-09-01T07:32:41Z,R and the Enlightenment,28052591,COURSE_ACCESS,NA,NA
35,2017-07-29T20:40:21Z,R and the Enlightenment,26345883,CONTENT_ACCESS,NA,1579236
35,2017-10-14T18:21:31Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579299
35,2017-10-14T18:21:31Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579300
35,2017-10-14T18:21:31Z,R and the Enlightenment,30622382,COURSE_ACCESS,content,1579239
35,2017-10-14T18:21:31Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579240
35,2017-10-14T18:21:31Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579301
35,2017-10-14T18:21:31Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579302
35,2017-10-18T19:39:19Z,R and the Enlightenment,30881657,CONTENT_ACCESS,NA,1849186
35,2017-10-18T19:39:19Z,R and the Enlightenment,30881657,CONTENT_ACCESS,NA,1849187
35,2017-10-14T18:21:31Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579303
35,2017-09-04T11:13:36Z,R and the Enlightenment,28189153,CONTENT_ACCESS,NA,1579304
35,2017-09-04T11:13:36Z,R and the Enlightenment,28189153,CONTENT_ACCESS,NA,1579305
35,2017-09-04T11:13:36Z,R and the Enlightenment,28189153,CONTENT_ACCESS,NA,1579306
35,2017-10-14T18:21:31Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579304
35,2017-10-14T18:21:31Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579305
35,2017-10-14T18:21:31Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579306
35,2017-10-14T18:21:31Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579307
35,2017-10-14T18:21:31Z,R and the Enlightenment,30622382,COURSE_ACCESS,content,1579240
35,2017-10-14T18:21:32Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579241
35,2017-10-14T18:21:32Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579308
35,2017-10-14T18:21:32Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579309
35,2017-10-14T18:21:32Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579310
35,2017-10-14T18:21:34Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579242
35,2017-07-19T12:24:15Z,R and the Enlightenment,25952433,CONTENT_ACCESS,NA,1579265
35,2017-07-19T12:24:15Z,R and the Enlightenment,25952433,CONTENT_ACCESS,NA,1579264
35,2017-09-04T11:13:36Z,R and the Enlightenment,28189153,CONTENT_ACCESS,NA,1579307
35,2017-07-19T12:24:15Z,R and the Enlightenment,25952433,CONTENT_ACCESS,NA,1579263
35,2017-07-19T12:24:15Z,R and the Enlightenment,25952433,CONTENT_ACCESS,NA,1579262
35,2017-07-19T12:24:15Z,R and the Enlightenment,25952433,CONTENT_ACCESS,NA,1579261
35,2017-07-19T12:24:15Z,R and the Enlightenment,25952433,CONTENT_ACCESS,NA,1579260
35,2017-09-04T11:13:36Z,R and the Enlightenment,28189153,COURSE_ACCESS,content,1579240
35,2017-07-19T12:24:15Z,R and the Enlightenment,25952433,CONTENT_ACCESS,NA,1579259
35,2017-07-19T12:24:15Z,R and the Enlightenment,25952433,CONTENT_ACCESS,NA,1579234
35,2017-07-19T12:24:09Z,R and the Enlightenment,25952433,COURSE_ACCESS,content,1579235
35,2017-07-19T12:24:09Z,R and the Enlightenment,25952433,CONTENT_ACCESS,NA,1579272
35,2017-07-19T12:24:09Z,R and the Enlightenment,25952433,CONTENT_ACCESS,NA,1579271
35,2017-07-19T12:24:09Z,R and the Enlightenment,25952433,CONTENT_ACCESS,NA,1579270
35,2017-07-19T12:24:09Z,R and the Enlightenment,25952433,CONTENT_ACCESS,NA,1579269
35,2017-07-19T12:24:09Z,R and the Enlightenment,25952433,CONTENT_ACCESS,NA,1579268
35,2017-09-14T23:16:26Z,R and the Enlightenment,28847992,COURSE_ACCESS,NA,NA
35,2017-09-14T23:16:23Z,R and the Enlightenment,28847992,COURSE_ACCESS,content,1579241
35,2017-09-14T23:16:23Z,R and the Enlightenment,28847992,CONTENT_ACCESS,NA,1579314
35,2017-09-14T23:16:23Z,R and the Enlightenment,28847992,CONTENT_ACCESS,NA,1579313
35,2017-09-04T11:13:42Z,R and the Enlightenment,28189153,CONTENT_ACCESS,NA,1579232
35,2017-08-14T21:12:07Z,R and the Enlightenment,27045445,COURSE_ACCESS,content,1579239
35,2017-08-14T21:12:12Z,R and the Enlightenment,27045445,COURSE_ACCESS,check_grade,NA
35,2017-07-29T20:40:21Z,R and the Enlightenment,26345883,CONTENT_ACCESS,NA,1579273
35,2017-07-29T20:40:21Z,R and the Enlightenment,26345883,CONTENT_ACCESS,NA,1579274
35,2017-07-29T20:40:21Z,R and the Enlightenment,26345883,CONTENT_ACCESS,NA,1579275
35,2017-07-29T20:40:21Z,R and the Enlightenment,26345883,CONTENT_ACCESS,NA,1579276
35,2017-10-15T16:29:50Z,R and the Enlightenment,30667350,CONTENT_ACCESS,NA,1579240
35,2017-10-15T16:29:50Z,R and the Enlightenment,30667350,CONTENT_ACCESS,NA,1579301
35,2017-08-15T19:14:59Z,R and the Enlightenment,27112422,CONTENT_ACCESS,NA,1579287
35,2017-07-23T14:26:22Z,R and the Enlightenment,26091463,COURSE_ACCESS,content,1579235
35,2017-09-14T23:16:23Z,R and the Enlightenment,28847992,CONTENT_ACCESS,NA,1579312
35,2017-09-14T23:16:23Z,R and the Enlightenment,28847992,CONTENT_ACCESS,NA,1579311
35,2017-09-14T23:16:23Z,R and the Enlightenment,28847992,CONTENT_ACCESS,NA,1579310
35,2017-09-14T23:16:23Z,R and the Enlightenment,28847992,CONTENT_ACCESS,NA,1579309
35,2017-09-14T23:16:23Z,R and the Enlightenment,28847992,CONTENT_ACCESS,NA,1579308
35,2017-09-14T23:16:23Z,R and the Enlightenment,28847992,CONTENT_ACCESS,NA,1579241
35,2017-07-19T12:24:09Z,R and the Enlightenment,25952433,CONTENT_ACCESS,NA,1579267
35,2017-10-11T07:37:05Z,R and the Enlightenment,30378361,CONTENT_ACCESS,NA,1855175
35,2017-10-11T07:37:05Z,R and the Enlightenment,30378361,CONTENT_ACCESS,NA,1855183
35,2017-10-11T07:37:05Z,R and the Enlightenment,30378361,COURSE_ACCESS,content,1855175
35,2017-10-11T07:37:11Z,R and the Enlightenment,30378361,COURSE_ACCESS,NA,NA
35,2017-10-14T18:21:36Z,R and the Enlightenment,30622382,COURSE_ACCESS,content,1579243
35,2017-07-11T21:34:22Z,R and the Enlightenment,25667008,CONTENT_ACCESS,NA,1579259
35,2017-10-14T18:21:32Z,R and the Enlightenment,30622382,COURSE_ACCESS,content,1579241
35,2017-10-14T18:21:32Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579314
35,2017-09-03T08:32:14Z,R and the Enlightenment,28131876,CONTENT_ACCESS,NA,1579296
35,2017-09-03T08:32:14Z,R and the Enlightenment,28131876,CONTENT_ACCESS,NA,1579297
35,2017-09-03T08:32:14Z,R and the Enlightenment,28131876,CONTENT_ACCESS,NA,1579298
35,2017-10-14T18:21:32Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579313
35,2017-10-14T18:21:32Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579312
35,2017-10-14T18:21:32Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579311
35,2017-10-14T18:17:47Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1855183
35,2017-10-14T18:17:47Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1855175
35,2017-09-03T08:32:14Z,R and the Enlightenment,28131876,CONTENT_ACCESS,NA,1579300
35,2017-08-15T19:14:59Z,R and the Enlightenment,27112422,CONTENT_ACCESS,NA,1579238
35,2017-08-15T19:13:43Z,R and the Enlightenment,27112422,COURSE_ACCESS,NA,NA
35,2017-08-15T19:13:38Z,R and the Enlightenment,27112422,COURSE_ACCESS,content,1579239
35,2017-07-19T12:24:09Z,R and the Enlightenment,25952433,CONTENT_ACCESS,NA,1579266
35,2017-09-26T07:10:10Z,R and the Enlightenment,29490883,COURSE_ACCESS,NA,NA
35,2017-10-15T16:29:50Z,R and the Enlightenment,30667350,CONTENT_ACCESS,NA,1579305
35,2017-07-11T21:34:22Z,R and the Enlightenment,25667008,CONTENT_ACCESS,NA,1579234
35,2017-10-15T16:29:50Z,R and the Enlightenment,30667350,CONTENT_ACCESS,NA,1579302
35,2017-10-15T16:29:50Z,R and the Enlightenment,30667350,CONTENT_ACCESS,NA,1579303
35,2017-10-15T16:29:50Z,R and the Enlightenment,30667350,CONTENT_ACCESS,NA,1579304
35,2017-09-26T07:09:57Z,R and the Enlightenment,29490883,COURSE_ACCESS,content,1579243
35,2017-10-18T19:39:19Z,R and the Enlightenment,30881657,CONTENT_ACCESS,NA,1849188
35,2017-10-18T19:39:19Z,R and the Enlightenment,30881657,CONTENT_ACCESS,NA,1849189
35,2017-10-18T19:39:19Z,R and the Enlightenment,30881657,CONTENT_ACCESS,NA,1849190
35,2017-10-18T19:39:19Z,R and the Enlightenment,30881657,CONTENT_ACCESS,NA,1849191
35,2017-10-18T19:39:19Z,R and the Enlightenment,30881657,CONTENT_ACCESS,NA,1849192
35,2017-10-18T19:39:19Z,R and the Enlightenment,30881657,COURSE_ACCESS,content,1579243
35,2017-08-12T19:20:12Z,R and the Enlightenment,26903544,CONTENT_ACCESS,NA,1579284
35,2017-07-04T09:23:33Z,R and the Enlightenment,25406565,COURSE_ACCESS,NA,NA
35,2017-07-29T20:40:21Z,R and the Enlightenment,26345883,CONTENT_ACCESS,NA,1579277
35,2017-07-11T16:32:50Z,R and the Enlightenment,25650948,CONTENT_ACCESS,NA,1579263
35,2017-07-11T16:32:50Z,R and the Enlightenment,25650948,CONTENT_ACCESS,NA,1579262
35,2017-10-14T18:21:34Z,R and the Enlightenment,30622382,COURSE_ACCESS,content,1579242
35,2017-07-29T20:40:21Z,R and the Enlightenment,26345883,CONTENT_ACCESS,NA,1579278
35,2017-07-29T20:40:21Z,R and the Enlightenment,26345883,CONTENT_ACCESS,NA,1579279
35,2017-07-29T20:40:21Z,R and the Enlightenment,26345883,COURSE_ACCESS,content,1579236
35,2017-10-15T16:29:50Z,R and the Enlightenment,30667350,CONTENT_ACCESS,NA,1579306
35,2017-09-24T19:23:23Z,R and the Enlightenment,29401804,COURSE_ACCESS,content,1579233
35,2017-09-26T07:09:57Z,R and the Enlightenment,29490883,CONTENT_ACCESS,NA,1849192
35,2017-09-26T07:09:57Z,R and the Enlightenment,29490883,CONTENT_ACCESS,NA,1849191
35,2017-09-26T07:09:57Z,R and the Enlightenment,29490883,CONTENT_ACCESS,NA,1849190
35,2017-09-12T10:26:47Z,R and the Enlightenment,28669833,CONTENT_ACCESS,NA,1579311
35,2017-09-26T07:09:57Z,R and the Enlightenment,29490883,CONTENT_ACCESS,NA,1849189
35,2017-09-26T07:09:57Z,R and the Enlightenment,29490883,CONTENT_ACCESS,NA,1849188
35,2017-07-04T09:11:00Z,R and the Enlightenment,25406565,COURSE_ACCESS,NA,1579246
35,2017-09-26T07:09:57Z,R and the Enlightenment,29490883,CONTENT_ACCESS,NA,1849187
35,2017-09-26T07:09:57Z,R and the Enlightenment,29490883,CONTENT_ACCESS,NA,1849186
35,2017-09-26T07:09:57Z,R and the Enlightenment,29490883,CONTENT_ACCESS,NA,1579243
35,2017-09-03T08:32:14Z,R and the Enlightenment,28131876,CONTENT_ACCESS,NA,1579299
35,2017-09-04T11:13:42Z,R and the Enlightenment,28189153,CONTENT_ACCESS,NA,1579253
35,2017-10-14T18:21:34Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579321
35,2017-08-19T12:38:43Z,R and the Enlightenment,27351215,COURSE_ACCESS,discussion_board_entry,NA
35,2017-08-19T12:38:49Z,R and the Enlightenment,27351215,COURSE_ACCESS,NA,NA
35,2017-08-14T21:12:14Z,R and the Enlightenment,27045445,CONTENT_ACCESS,NA,1579239
35,2017-08-06T12:42:26Z,R and the Enlightenment,26636551,CONTENT_ACCESS,NA,1579237
35,2017-08-06T12:42:26Z,R and the Enlightenment,26636551,CONTENT_ACCESS,NA,1579280
35,2017-08-23T14:27:47Z,R and the Enlightenment,27590716,COURSE_ACCESS,check_grade,NA
35,2017-08-23T14:27:44Z,R and the Enlightenment,27590716,COURSE_ACCESS,NA,NA
35,2017-08-23T14:27:41Z,R and the Enlightenment,27590716,COURSE_ACCESS,content,1579239
35,2017-08-06T12:42:26Z,R and the Enlightenment,26636551,CONTENT_ACCESS,NA,1579281
35,2017-10-14T18:21:27Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579273
35,2017-08-06T12:42:26Z,R and the Enlightenment,26636551,CONTENT_ACCESS,NA,1579282
35,2017-10-19T18:16:46Z,R and the Enlightenment,30935368,CONTENT_ACCESS,NA,1855175
35,2017-08-19T09:08:37Z,R and the Enlightenment,27342121,CONTENT_ACCESS,NA,1579239
35,2017-08-19T09:08:37Z,R and the Enlightenment,27342121,CONTENT_ACCESS,NA,1579294
35,2017-10-14T18:17:47Z,R and the Enlightenment,30622382,COURSE_ACCESS,content,1855175
35,2017-10-14T18:21:27Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579274
35,2017-10-14T18:21:27Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579275
35,2017-10-14T18:21:27Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579276
35,2017-10-14T18:51:36Z,R and the Enlightenment,30622382,COURSE_ACCESS,content,1855175
35,2017-10-14T18:51:36Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1855183
35,2017-08-12T19:20:12Z,R and the Enlightenment,26903544,CONTENT_ACCESS,NA,1579283
35,2017-08-12T19:20:12Z,R and the Enlightenment,26903544,CONTENT_ACCESS,NA,1579282
35,2017-08-12T19:20:12Z,R and the Enlightenment,26903544,CONTENT_ACCESS,NA,1579281
35,2017-10-14T18:51:36Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1855175
35,2017-10-14T18:51:35Z,R and the Enlightenment,30622382,COURSE_ACCESS,content,1855174
35,2017-10-14T18:51:35Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1855182
35,2017-10-14T18:51:35Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1855181
35,2017-10-14T18:51:35Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1855180
35,2017-09-28T18:32:37Z,R and the Enlightenment,29660900,CONTENT_ACCESS,NA,1579294
35,2017-09-28T18:32:37Z,R and the Enlightenment,29660900,CONTENT_ACCESS,NA,1579295
35,2017-10-14T18:51:35Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1855179
35,2017-09-12T10:26:47Z,R and the Enlightenment,28669833,CONTENT_ACCESS,NA,1579310
35,2017-09-12T10:26:47Z,R and the Enlightenment,28669833,CONTENT_ACCESS,NA,1579309
35,2017-09-12T10:26:47Z,R and the Enlightenment,28669833,CONTENT_ACCESS,NA,1579308
35,2017-09-12T10:26:47Z,R and the Enlightenment,28669833,CONTENT_ACCESS,NA,1579241
35,2017-10-14T18:51:35Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1855178
35,2017-10-14T18:51:35Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1855177
35,2017-10-14T18:21:26Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579234
35,2017-10-14T18:21:26Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579259
35,2017-10-14T18:51:35Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1855176
35,2017-10-14T18:51:35Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1855174
35,2017-08-12T19:20:12Z,R and the Enlightenment,26903544,CONTENT_ACCESS,NA,1579280
35,2017-10-14T18:21:26Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579260
35,2017-10-14T18:21:26Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579261
35,2017-09-24T19:23:23Z,R and the Enlightenment,29401804,CONTENT_ACCESS,NA,1579257
35,2017-08-12T19:20:12Z,R and the Enlightenment,26903544,CONTENT_ACCESS,NA,1579237
35,2017-09-24T19:23:23Z,R and the Enlightenment,29401804,CONTENT_ACCESS,NA,1579256
35,2017-09-04T11:13:42Z,R and the Enlightenment,28189153,CONTENT_ACCESS,NA,1579254
35,2017-09-25T18:37:43Z,R and the Enlightenment,29468139,CONTENT_ACCESS,NA,1579243
35,2017-09-25T18:37:43Z,R and the Enlightenment,29468139,CONTENT_ACCESS,NA,1849186
35,2017-08-12T19:20:04Z,R and the Enlightenment,26903544,COURSE_ACCESS,content,1579238
35,2017-08-12T19:20:04Z,R and the Enlightenment,26903544,CONTENT_ACCESS,NA,1579293
35,2017-09-25T18:37:43Z,R and the Enlightenment,29468139,CONTENT_ACCESS,NA,1849187
35,2017-09-25T18:37:43Z,R and the Enlightenment,29468139,CONTENT_ACCESS,NA,1849188
35,2017-09-25T18:37:43Z,R and the Enlightenment,29468139,CONTENT_ACCESS,NA,1849189
35,2017-08-12T19:20:04Z,R and the Enlightenment,26903544,CONTENT_ACCESS,NA,1579292
35,2017-08-12T19:20:04Z,R and the Enlightenment,26903544,CONTENT_ACCESS,NA,1579291
35,2017-08-12T19:20:04Z,R and the Enlightenment,26903544,CONTENT_ACCESS,NA,1579290
35,2017-08-12T19:20:04Z,R and the Enlightenment,26903544,CONTENT_ACCESS,NA,1579289
35,2017-08-12T19:20:04Z,R and the Enlightenment,26903544,CONTENT_ACCESS,NA,1579288
35,2017-09-25T18:37:43Z,R and the Enlightenment,29468139,CONTENT_ACCESS,NA,1849190
35,2017-10-14T18:21:27Z,R and the Enlightenment,30622382,COURSE_ACCESS,content,1579236
35,2017-08-12T19:20:04Z,R and the Enlightenment,26903544,CONTENT_ACCESS,NA,1579287
35,2017-08-12T19:20:04Z,R and the Enlightenment,26903544,CONTENT_ACCESS,NA,1579238
35,2017-09-19T07:38:39Z,R and the Enlightenment,29077358,COURSE_ACCESS,check_grade,NA
35,2017-09-19T07:38:31Z,R and the Enlightenment,29077358,COURSE_ACCESS,NA,NA
35,2017-09-19T07:38:27Z,R and the Enlightenment,29077358,COURSE_ACCESS,content,1579242
35,2017-09-19T07:38:27Z,R and the Enlightenment,29077358,CONTENT_ACCESS,NA,1579321
35,2017-09-19T07:38:27Z,R and the Enlightenment,29077358,CONTENT_ACCESS,NA,1579320
35,2017-09-19T07:38:27Z,R and the Enlightenment,29077358,CONTENT_ACCESS,NA,1579319
35,2017-09-19T07:38:27Z,R and the Enlightenment,29077358,CONTENT_ACCESS,NA,1579318
35,2017-09-19T07:38:27Z,R and the Enlightenment,29077358,CONTENT_ACCESS,NA,1579317
35,2017-09-19T07:38:27Z,R and the Enlightenment,29077358,CONTENT_ACCESS,NA,1579316
35,2017-09-19T07:38:27Z,R and the Enlightenment,29077358,CONTENT_ACCESS,NA,1579315
35,2017-09-19T07:38:27Z,R and the Enlightenment,29077358,CONTENT_ACCESS,NA,1579242
35,2017-10-19T17:42:10Z,R and the Enlightenment,30935368,CONTENT_ACCESS,NA,1855183
35,2017-10-14T18:21:27Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579279
35,2017-08-06T12:42:26Z,R and the Enlightenment,26636551,CONTENT_ACCESS,NA,1579283
35,2017-08-06T12:42:26Z,R and the Enlightenment,26636551,CONTENT_ACCESS,NA,1579284
35,2017-08-06T12:42:26Z,R and the Enlightenment,26636551,CONTENT_ACCESS,NA,1579285
35,2017-08-06T12:42:26Z,R and the Enlightenment,26636551,CONTENT_ACCESS,NA,1579286
35,2017-08-19T09:08:37Z,R and the Enlightenment,27342121,CONTENT_ACCESS,NA,1579295
35,2017-09-04T21:38:31Z,R and the Enlightenment,28233215,COURSE_ACCESS,NA,NA
35,2017-08-18T17:35:50Z,R and the Enlightenment,27316252,COURSE_ACCESS,db_thread_list_entry,NA
35,2017-08-18T17:35:50Z,R and the Enlightenment,27316252,COURSE_ACCESS,db_thread_list_entry,NA
35,2017-08-18T17:35:48Z,R and the Enlightenment,27316252,COURSE_ACCESS,db_thread_list_entry,NA
35,2017-08-18T17:35:46Z,R and the Enlightenment,27316252,COURSE_ACCESS,db_thread_list_entry,NA
35,2017-10-14T18:21:27Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579278
35,2017-08-18T17:35:41Z,R and the Enlightenment,27316252,COURSE_ACCESS,discussion_board_entry,NA
35,2017-08-18T17:35:29Z,R and the Enlightenment,27316252,COURSE_ACCESS,NA,1579738
35,2017-08-18T17:35:25Z,R and the Enlightenment,27316252,COURSE_ACCESS,NA,1579738
35,2017-08-18T17:35:18Z,R and the Enlightenment,27316252,COURSE_ACCESS,check_grade,NA
35,2017-10-14T18:21:27Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1579277
35,2017-10-14T18:51:35Z,R and the Enlightenment,30622382,COURSE_ACCESS,content,1579243
35,2017-10-14T18:51:35Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1849192
35,2017-10-14T18:51:35Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1849191
35,2017-10-14T18:51:35Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1849190
35,2017-10-14T18:51:35Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1849188
35,2017-10-14T18:51:35Z,R and the Enlightenment,30622382,CONTENT_ACCESS,NA,1849189
35,2017-09-28T18:32:37Z,R and the Enlightenment,29660900,CONTENT_ACCESS,NA,1579299
35,2017-09-28T18:32:37Z,R and the Enlightenment,29660900,CONTENT_ACCESS,NA,1579296
35,2017-10-19T17:42:10Z,R and the Enlightenment,30935368,CONTENT_ACCESS,NA,1855175
35,2017-08-19T09:08:37Z,R and the Enlightenment,27342121,CONTENT_ACCESS,NA,1579296
35,2017-08-19T09:08:37Z,R and the Enlightenment,27342121,CONTENT_ACCESS,NA,1579297
35,2017-09-28T18:32:37Z,R and the Enlightenment,29660900,CONTENT_ACCESS,NA,1579298
35,2017-09-28T18:32:37Z,R and the Enlightenment,29660900,CONTENT_ACCESS,NA,1579297
35,2017-08-19T09:08:37Z,R and the Enlightenment,27342121,CONTENT_ACCESS,NA,1579298
